Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,affinity,algorithm,compute_distances,compute_full_tree,connectivity,copy_x,distance_threshold,eps,init,leaf_size,linkage,max_iter,memory,metric,metric_params,min_samples,n_clusters,n_components,n_init,n_iter,n_jobs,n_oversamples,p,power_iteration_normalizer,random_state,tol,verbose,calinski_harabasz_score,davies_bouldin_score,silhouette_score,estimator_name,estimator_class,model_type,file_path,feature_combination
2023-07-06 16:50:58,11.4s,f0e7e11eed0a4aa89c9523dcc1e7d0f6,"DBSCAN_{'eps': 1.5, 'min_samples': 20}_ingredients+steps+description",LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,auto,,,,,,1.5,,30,,,,euclidean,None,20,,,,,None,,None,,,,,9.744875117906615,2.1821707962572408,0.011962656671316246,DBSCAN,sklearn.cluster._dbscan.DBSCAN,DBSCAN,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:50:46,12.0s,d4b6584e1c5a43298901622c6d6d0893,"DBSCAN_{'eps': 1.5, 'min_samples': 10}_ingredients+steps+description",LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,auto,,,,,,1.5,,30,,,,euclidean,None,10,,,,,None,,None,,,,,9.744875117906615,2.1821707962572408,0.011962656671316246,DBSCAN,sklearn.cluster._dbscan.DBSCAN,DBSCAN,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:50:34,12.0s,428a2eaf9ec74b1486e66cf9b1d94bc7,"DBSCAN_{'eps': 1.5, 'min_samples': 5}_ingredients+steps+description",LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,auto,,,,,,1.5,,30,,,,euclidean,None,5,,,,,None,,None,,,,,9.744875117906615,2.1821707962572408,0.011962656671316246,DBSCAN,sklearn.cluster._dbscan.DBSCAN,DBSCAN,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:50:23,10.8s,d3d0c7fe5ccc40bc83088971ea45b4ba,"DBSCAN_{'eps': 1.0, 'min_samples': 20}_ingredients+steps+description",LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,auto,,,,,,1.0,,30,,,,euclidean,None,20,,,,,None,,None,,,,,9.744875117906615,2.1821707962572408,0.011962656671316246,DBSCAN,sklearn.cluster._dbscan.DBSCAN,DBSCAN,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:50:10,13.4s,8d47a7808ce24ee191f7c63a9d774656,"DBSCAN_{'eps': 1.0, 'min_samples': 10}_ingredients+steps+description",LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,auto,,,,,,1.0,,30,,,,euclidean,None,10,,,,,None,,None,,,,,9.744875117906615,2.1821707962572408,0.011962656671316246,DBSCAN,sklearn.cluster._dbscan.DBSCAN,DBSCAN,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:49:52,18.1s,8f4b8b96ad1541b0ac404f87127b5c71,"DBSCAN_{'eps': 1.0, 'min_samples': 5}_ingredients+steps+description",LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,auto,,,,,,1.0,,30,,,,euclidean,None,5,,,,,None,,None,,,,,4.719853942101374,2.3058255100739373,-0.024513326518763166,DBSCAN,sklearn.cluster._dbscan.DBSCAN,DBSCAN,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:49:40,12.1s,d1060313246f484ba6b52b1e34369a56,"DBSCAN_{'eps': 0.5, 'min_samples': 20}_ingredients+steps+description",LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,auto,,,,,,0.5,,30,,,,euclidean,None,20,,,,,None,,None,,,,,7.156604151597766,1.289706708599863,0.03332999861313312,DBSCAN,sklearn.cluster._dbscan.DBSCAN,DBSCAN,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:49:29,10.9s,36244e3e32e045368dc016f652fee841,"DBSCAN_{'eps': 0.5, 'min_samples': 10}_ingredients+steps+description",LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,auto,,,,,,0.5,,30,,,,euclidean,None,10,,,,,None,,None,,,,,7.156604151597766,1.289706708599863,0.03332999861313312,DBSCAN,sklearn.cluster._dbscan.DBSCAN,DBSCAN,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:49:16,12.5s,0bf0c41b4e6c4b5ba57dbe448c52996c,"DBSCAN_{'eps': 0.5, 'min_samples': 5}_ingredients+steps+description",LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,auto,,,,,,0.5,,30,,,,euclidean,None,5,,,,,None,,None,,,,,7.156604151597766,1.289706708599863,0.03332999861313312,DBSCAN,sklearn.cluster._dbscan.DBSCAN,DBSCAN,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:49:02,14.6s,4484de3d6ee9442e8fd63414290de830,Agglomerative_{'n_clusters': 5}_ingredients+steps+description,LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,deprecated,randomized,False,auto,None,,None,,,,ward,,None,None,,,5,2,,5,,10,,auto,None,0.0,,11.613144383869193,4.87143315767296,0.015930639969198072,TruncatedSVD,sklearn.decomposition._truncated_svd.TruncatedSVD,Agglomerative,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:48:48,13.4s,150e7f66274f46619660d0102b18ce9b,Agglomerative_{'n_clusters': 4}_ingredients+steps+description,LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,deprecated,randomized,False,auto,None,,None,,,,ward,,None,None,,,4,2,,5,,10,,auto,None,0.0,,12.54829968165013,4.904580412969118,0.015547858248916066,TruncatedSVD,sklearn.decomposition._truncated_svd.TruncatedSVD,Agglomerative,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:48:36,12.6s,8fb015ea47844bc6830bb4885660ff62,Agglomerative_{'n_clusters': 3}_ingredients+steps+description,LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,deprecated,randomized,False,auto,None,,None,,,,ward,,None,None,,,3,2,,5,,10,,auto,None,0.0,,14.304632977736398,4.908905392506705,0.02822925790949275,TruncatedSVD,sklearn.decomposition._truncated_svd.TruncatedSVD,Agglomerative,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:48:23,12.6s,c74e2f87995e4c319f0241da7b9827eb,Agglomerative_{'n_clusters': 2}_ingredients+steps+description,LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,deprecated,randomized,False,auto,None,,None,,,,ward,,None,None,,,2,2,,5,,10,,auto,None,0.0,,16.343406363981085,6.654880973865559,0.02158606023969354,TruncatedSVD,sklearn.decomposition._truncated_svd.TruncatedSVD,Agglomerative,df_recipes.pkl,ingredients+steps+description
2023-07-06 16:48:09,14.3s,c75595d04ab74c7e843e5752d43012b9,KMeans_{'n_clusters': 5}_ingredients+steps+description,LOCAL,c:/Users/saloc/OneDrive/Desktop/Lernen/Unterlagen_Master_DS_HDM/SoSe23/Bi_Big_Data_DesignWS/BigDataBI-Workshop/src/modelling/run_modelling.py,saloc,FINISHED,,lloyd,,,,True,,,k-means++,,,300,,,,,5,,10,,,,,,42,0.0001,0,14.463178452594997,4.758198517283562,0.028574313194402852,KMeans,sklearn.cluster._kmeans.KMeans,KMeans,df_recipes.pkl,ingredients+steps+description
