,Name,Count,Cluster
579,CANDIED,3,1
580,BEGINNING,3,1
581,GRILL,3,1
582,BUY,3,1
583,SKIM,3,1
584,STEEL,3,1
585,HEATING,3,1
586,LAVENDER,3,1
587,FOLDED,3,1
588,SOAKED,3,1
589,DIFFICULT,3,1
590,TOTAL,3,1
591,RUNNY,3,1
592,PURPLE,3,1
593,FREEZING,3,1
594,PROTECT,3,1
595,VODKA,3,1
596,THUMB,3,1
597,SPACED,3,1
598,COMPLETE,3,1
599,CASTER,3,1
600,PASTE,3,1
601,AREA,3,1
602,ZUCCHINI,3,1
603,WAIT,3,1
604,MARGARINE,3,1
605,SLIDE,3,1
606,VISIT,3,1
607,STREAM,3,1
608,THAW,3,1
609,SOLID,3,1
610,VIGOROUSLY,3,1
611,MOUTH,3,1
612,UNROLL,3,1
613,SEAM,3,1
614,SPRINGY,3,1
615,NUT,3,1
616,METAL,3,1
617,CRANBERRY,3,1
618,MAT,3,1
619,SILICONE,3,1
620,YEAR,3,1
621,SCRAPER,3,1
622,SETTLE,3,1
623,FLAKY,3,1
624,TOUGH,3,1
625,FASTER,3,1
626,ORDER,3,1
627,STONE,3,1
628,TOMATO,3,1
629,SHELL,3,1
630,GUM,3,1
631,PARTY,3,1
632,MAYONNAISE,3,1
633,ZIP,3,1
634,JUICY,3,1
635,FILM,3,1
636,MELON,3,1
637,MUG,3,1
638,SIEVE,3,1
639,PRICK,3,1
640,EASTER,3,1
641,KNOW,3,1
642,OVAL,3,1
643,PRALINE,3,1
644,SEMOLINA,3,1
645,ABSORB,3,1
646,HEMP,3,1
647,THINLY,3,1
648,WRAPPED,3,1
649,SWEETNESS,3,1
650,NECTAR,3,1
651,DECADENT,3,1
652,PULL,3,1
653,PRESSING,3,1
654,TOWARDS,3,1
655,TUCK,3,1
656,INCREASE,3,1
657,NOTHING,3,1
658,ROTATE,3,1
659,RANGE,3,1
660,KEY,3,1
661,ROAST,3,1
662,DOLLOP,3,1
663,BLOCK,3,1
664,BASIL,3,1
665,UPWARD,3,1
666,FACING,3,1
667,BITE,3,1
668,GOING,3,1
669,DECORATE,3,1
670,BLOWTORCH,3,1
671,THINK,3,1
672,FINISH,3,1
673,IMPRESS,3,1
674,ASSEMBLE,3,1
675,LIFE,3,1
676,GINGERSNAP,3,1
677,CITRUS,3,1
678,CHEESECLOTH,3,1
679,WEEK,3,1
680,PITCHER,3,1
681,COVERING,3,1
682,BORDER,3,1
683,NUTTY,3,1
684,SEASONING,3,1
685,CIRCULAR,3,1
686,TROPICAL,3,1
687,TAPPING,3,1
688,DIPPED,3,1
689,THROUGHOUT,3,1
690,HEATH,3,1
691,SPACE,3,1
692,DISCARD,3,1
693,PEN,3,1
694,TONGS,3,1
695,POWER,3,1
696,OBTAIN,3,1
697,SOMEWHAT,2,1
698,SEAMAN,2,1
699,MASH,2,1
700,TENT,2,1
701,STEAMING,2,1
702,BLUE,2,1
703,SOGGY,2,1
704,FESTIVE,2,1
705,CHOICE,2,1
706,HOTTER,2,1
707,WATCH,2,1
708,WAFFLE,2,1
709,NEAR,2,1
710,PUSHING,2,1
711,WORKED,2,1
712,MORNING,2,1
713,WARMTH,2,1
714,SERRATED,2,1
715,BURNING,2,1
716,ENVIRONMENT,2,1
717,CLICK,2,1
718,AMBER,2,1
719,DEFROST,2,1
720,TRADITION,2,1
721,RUNNING,2,1
722,ROTATING,2,1
723,LUKE,2,1
724,BRUNCH,2,1
725,SEASON,2,1
726,RISK,2,1
727,REMAINDER,2,1
728,CERAMIC,2,1
729,FOAM,2,1
730,TALL,2,1
731,GROCERY,2,1
732,LOLLIPOP,2,1
733,NICELY,2,1
734,STOVE,2,1
735,ERR,2,1
736,DRIP,2,1
737,IRRESISTIBLE,2,1
738,LILY,2,1
739,CHILLING,2,1
740,MACHINE,2,1
741,TIE,2,1
742,COBBLER,2,1
743,SAND,2,1
744,SEX,2,1
745,PEAK,2,1
746,FLAVORING,2,1
747,GRAINY,2,1
748,LOOKING,2,1
